Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.0010339657,0.0,0.0,0.13269739,0.022185652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,-201.0,0.0,0.0,-201.0
0.0010339657,0.0,0.0,0.13269739,0.022185652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,-201.0,0.0,0.0,-201.0
0.0010339657,0.0,0.0,0.13269739,0.022185652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,-201.0,0.0,0.0,-201.0
0.0010339657,0.0,0.0,0.13269739,0.022185652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,-201.0,0.0,0.0,-201.0
0.0010339657,0.0,0.0,0.13269739,0.022185652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,-201.0,0.0,0.0,-201.0
0.001331488,1.8995758,0.0011352585,0.11657751,0.019970443,1.0238597e-05,-3.1336358,-0.19096069,-0.93204504,-0.22543061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,-201.0,0.0,0.0,-201.0
0.0015249229,3.6246874,0.25739005,0.098685116,0.0173717,1.3890039e-05,-5.794466,-0.4425713,-1.5798994,-0.12134684,0.0,0.0,0.0,0.0,0.0,0.0,520.724,751.72864,-201.0,1457.456,790.9852,-201.0,2400.9053,752.5661,-201.0
0.003133903,2.8621614,3.5259993,0.06292027,0.011665426,8.717614e-05,-3.9414265,-0.42158177,-1.1454172,-1.3029612,0.0,0.0,0.0,0.0,0.0,0.0,528.07935,759.64044,-201.0,1515.6552,845.8641,-201.0,2427.2869,938.8142,-201.0
0.0042357096,0.51948196,6.34968,0.053092405,0.0086946525,0.0001206231,-0.22953546,-0.6474207,-0.7075401,-1.742217,0.0,0.0,0.0,0.0,0.0,0.0,522.38635,830.31573,-201.0,1539.0846,918.1254,-201.0,2403.9744,1004.37335,-201.0
0.0062874625,-2.885275,10.081375,0.018944303,0.0041774935,0.00024154592,3.101374,0.076384224,2.286786,3.9071217,0.0,0.0,0.0,0.0,0.0,0.0,525.3708,814.5319,-201.0,1575.9525,854.73,-201.0,2425.3447,1080.2941,-201.0
0.0072733336,-4.1371636,11.458974,0.013366699,0.0034536524,0.000264968,2.3589637,0.68621063,4.0185013,9.320457,0.0,0.0,0.0,0.0,0.0,0.0,518.93146,805.6103,-201.0,1518.8844,783.14874,-201.0,2382.4922,855.6714,-201.0
0.008723246,-6.1225486,14.530421,-0.0075608515,0.006533602,0.00032541974,3.5666866,1.7804061,7.580166,15.144778,0.0,0.0,0.0,0.0,0.0,0.0,558.77563,879.118,-201.0,1450.3003,963.2442,-201.0,2313.1836,867.3498,-201.0
0.00911771,-7.7231317,16.813543,-0.0113454675,0.009204399,0.00034497387,5.240104,1.7437215,5.3159456,12.862006,0.0,0.0,0.0,0.0,0.0,0.0,556.7437,953.00244,-201.0,1376.5488,1110.267,-201.0,2258.107,729.0698,-201.0
0.009855484,-8.82643,17.650036,-0.033597082,0.010383596,0.00037133825,5.528169,1.1458349,3.79233,13.072128,0.0,0.0,0.0,0.0,0.0,0.0,562.5478,938.8864,-201.0,1420.1455,1166.4911,-201.0,2255.2136,804.7876,-201.0
0.010523125,-9.8482065,18.283176,-0.046963528,0.007885377,0.0004338553,5.7973647,0.4764088,0.9756629,13.043963,0.0,0.0,0.0,0.0,0.0,0.0,553.3497,875.5705,-201.0,1505.6486,1130.425,-201.0,2277.7664,873.18555,-201.0
0.011755305,-9.804349,18.549833,-0.04744202,0.0090516405,0.00043333197,6.790872,0.008612044,2.6049497,16.126717,0.0,0.0,0.0,0.0,0.0,0.0,567.52155,1006.3156,-201.0,1504.8085,1222.5692,-201.0,2271.382,1087.0392,-201.0
0.012432516,-10.747487,19.556952,-0.044636324,0.0043507107,0.0005112738,9.686634,1.5955454,4.0603127,16.722605,0.0,0.0,0.0,0.0,0.0,0.0,549.0538,1113.0083,-201.0,1477.4468,1208.2323,-201.0,2316.4224,1227.1151,-201.0
