Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.005563971,-8.581795,19.960028,0.0035641885,0.01074808,3.05992e-05,-8.932561,4.412478,3.2608032,8.688794,0.0,0.0,0.0,0.0,0.0,0.0,596.51276,791.83417,-201.0,1405.9004,625.95654,-201.0,2412.3542,581.3193,-201.0
0.0054699755,-8.416471,19.991703,0.0002835812,0.012556203,6.3837644e-05,-9.509187,4.039147,3.4287364,9.913475,0.0,0.0,0.0,0.0,0.0,0.0,623.4167,797.8909,-201.0,1443.5765,764.6901,-201.0,2379.0994,797.12476,-201.0
0.0054586637,-8.296864,19.851633,-0.0038112768,0.012612835,0.00010194154,-8.825883,3.3098876,7.28861,11.126914,0.0,0.0,0.0,0.0,0.0,0.0,630.26245,1032.769,-201.0,1373.103,775.58,-201.0,2347.5369,829.7149,-201.0
0.005448124,-8.903722,20.966568,-0.005548381,0.018526899,0.00011154303,-7.340296,4.848222,7.327194,13.004151,0.0,0.0,0.0,0.0,0.0,0.0,658.8513,1077.3383,-201.0,1430.3965,975.7835,-201.0,2299.4124,1062.1606,-201.0
0.0056617577,-9.462619,21.554163,-0.009526999,0.013173443,0.00011745331,-5.781643,4.597115,7.1579633,11.607117,0.0,0.0,0.0,0.0,0.0,0.0,634.1639,1037.412,-201.0,1470.4883,868.958,-201.0,2340.7324,1086.0157,-201.0
0.005763825,-10.544196,22.754023,-0.0012482064,0.009232244,0.00012407562,-3.9176722,6.9206123,4.406348,8.548202,0.0,0.0,0.0,0.0,0.0,0.0,596.4002,939.622,-201.0,1564.0177,915.9663,-201.0,2343.7512,1159.2096,-201.0
0.0062112235,-11.292075,22.594187,0.011608002,0.0060850778,0.00015673063,-0.4721187,9.59143,4.9797673,2.0346775,0.0,0.0,0.0,0.0,0.0,0.0,520.5335,906.5432,-201.0,1558.7838,773.65674,-201.0,2412.132,855.90045,-201.0
0.006655902,-10.58758,20.27527,0.029052159,0.006713975,0.00020953834,2.572155,12.095689,6.1959224,1.3991908,0.0,0.0,0.0,0.0,0.0,0.0,474.47855,999.9743,-201.0,1515.9712,718.4695,-201.0,2441.5042,793.2852,-201.0
0.0072412477,-8.822209,18.488718,0.033311576,0.007832714,0.00025741014,4.4118857,11.090819,5.836451,3.481411,0.0,0.0,0.0,0.0,0.0,0.0,443.3892,1038.7128,-201.0,1502.5195,690.09393,-201.0,2441.1038,933.805,-201.0
0.007722939,-7.736319,16.822187,0.036712926,0.005594644,0.0003060438,6.819996,8.748139,1.7342032,6.850591,0.0,0.0,0.0,0.0,0.0,0.0,505.3308,1248.4496,-201.0,1579.3329,760.6418,-201.0,2630.1365,1040.0409,-201.0
0.008413382,-7.198054,18.225899,0.03616892,0.0027228317,0.0003433112,9.740287,7.049423,-2.025218,8.271743,0.0,0.0,0.0,0.0,0.0,0.0,498.19556,1360.7872,-201.0,1527.5638,918.11835,-201.0,2513.245,1049.2303,-201.0
0.009483232,-7.7473664,16.489466,0.044690326,-0.00062434765,0.00040827328,12.938819,6.0262485,-4.425174,5.8626175,0.0,0.0,0.0,0.0,0.0,0.0,493.33093,1431.8512,-201.0,1535.463,1146.7662,-201.0,2400.248,1086.3578,-201.0
0.010946918,-7.4437923,15.75932,0.042025164,-0.0018698209,0.0004753633,15.685043,4.4410157,-4.5240617,8.326289,0.0,0.0,0.0,0.0,0.0,0.0,428.9358,1339.0565,-201.0,1423.5074,1257.0665,-201.0,2073.2327,1292.3827,-201.0
0.0127705075,-8.237788,16.40426,0.06247605,-0.0035720393,0.0006778484,18.638254,2.7605236,-7.2668266,3.4790027,0.0,0.0,0.0,0.0,0.0,0.0,373.74756,1490.9393,-201.0,1364.6788,1407.1674,-201.0,2001.1455,1236.0062,-201.0
0.014860008,-9.065852,19.49745,0.07451436,-0.005536606,0.00091406127,22.17232,2.1565962,-8.94767,0.7345026,0.0,0.0,0.0,0.0,0.0,0.0,334.62195,1542.8785,-201.0,1271.1144,1368.3561,-201.0,2018.0782,1067.229,-201.0
0.016741145,-9.833904,19.344751,0.082394294,-0.008418716,0.0011062991,23.857237,0.7427764,-8.318967,-2.8303394,0.0,0.0,0.0,0.0,0.0,0.0,266.63046,1807.8779,-201.0,1131.7379,1518.9647,-201.0,1964.1244,933.63605,-201.0
0.018391924,-11.294274,18.998686,0.07754457,-0.013735808,0.0012061531,25.673971,1.2247413,-4.726061,-3.394336,0.0,0.0,0.0,0.0,0.0,0.0,270.79422,1850.7594,-201.0,1122.8323,1643.275,-201.0,1923.1195,937.81915,-201.0
0.018652992,-12.259759,18.87615,0.06919995,-0.019320277,0.0012701303,26.265137,2.8705559,-1.4952307,-5.0919757,0.0,0.0,0.0,0.0,0.0,0.0,315.44858,1699.0878,-201.0,1222.0292,1537.4491,-201.0,1973.7994,1214.6865,-201.0
0.018960549,-14.115491,22.056435,0.05841537,-0.018813865,0.0014796132,26.341219,5.823972,3.1319592,-5.439421,0.0,0.0,0.0,0.0,0.0,0.0,351.20898,1502.7015,-201.0,1361.8546,1386.9213,-201.0,2043.2598,1395.7113,-201.0
0.02105839,-13.547195,20.865011,0.060490847,-0.018169511,0.0015440397,25.667953,3.957096,6.4213653,-5.672793,0.0,0.0,0.0,0.0,0.0,0.0,557.75714,1290.2372,-201.0,1568.7965,1009.44,-201.0,2446.0803,1256.881,-201.0
0.023369754,-13.475365,19.215137,0.061753243,-0.015817398,0.0016675681,25.776491,1.837804,5.6189246,-3.9042518,0.0,0.0,0.0,0.0,0.0,0.0,705.82227,1364.4882,-201.0,1686.9176,979.1506,-201.0,2734.8604,906.82935,-201.0
0.026308656,-12.553706,17.054903,0.08251601,-0.018378958,0.00179799,27.665665,-1.7337605,3.5908635,-4.8252068,0.0,0.0,0.0,0.0,0.0,0.0,877.96173,1246.3961,-201.0,1820.8037,793.1268,-201.0,3035.5193,615.27435,-201.0
0.027380317,-12.335693,15.81498,0.071810104,-0.018381676,0.0022558703,28.624115,-1.9442321,2.2001865,-7.5773673,0.0,0.0,0.0,0.0,0.0,0.0,833.8515,1216.2819,-201.0,1832.4974,747.6826,-201.0,3060.972,558.088,-201.0
0.029099165,-11.34451,15.323013,0.068683125,-0.015405591,0.0023753715,29.700777,-4.0091753,4.322081,-8.498681,0.0,0.0,0.0,0.0,0.0,0.0,834.6331,1122.9972,-201.0,1827.3971,684.6553,-201.0,3079.9915,442.32004,-201.0
0.031171145,-9.530723,14.242955,0.07198467,-0.006510765,0.0026457263,29.486814,-6.7913384,4.158418,-6.646582,0.0,0.0,0.0,0.0,0.0,0.0,873.6801,1128.5138,-201.0,1846.6621,715.91504,-201.0,3164.136,372.3785,-201.0
0.034614254,-9.163041,14.539093,0.079175256,-0.003689614,0.0030933886,31.063662,-8.539798,3.6333601,-5.3952427,0.0,0.0,0.0,0.0,0.0,0.0,912.4233,1105.5924,-201.0,1867.8721,735.56036,-201.0,3221.5417,389.85583,-201.0
0.037931792,-10.131972,16.699419,0.09440261,-0.0046298187,0.0038420141,31.388008,-8.383483,1.6601936,-10.498976,0.0,0.0,0.0,0.0,0.0,0.0,921.0137,1170.8145,-201.0,1886.1361,775.86035,-201.0,3243.6946,385.3134,-201.0
0.041003436,-11.537788,19.821692,0.07839736,-0.010189564,0.0040389965,32.164845,-5.439842,0.33256203,-15.04234,0.0,0.0,0.0,0.0,0.0,0.0,724.0003,1224.8008,-201.0,1680.442,873.99725,-201.0,2888.1697,586.3708,-201.0
0.044776503,-12.455863,21.252893,0.08529843,-0.01267308,0.0046653426,32.017345,-4.703806,1.7695571,-15.794041,0.0,0.0,0.0,0.0,0.0,0.0,740.6863,1365.898,-201.0,1681.8861,938.2785,-201.0,2862.0583,663.4367,-201.0
0.049959432,-11.339396,17.939093,0.08735043,-0.015429437,0.0049080662,32.981552,-6.762346,2.1665032,-12.71341,0.0,0.0,0.0,0.0,0.0,0.0,752.658,1346.6261,-201.0,1685.1069,909.2746,-201.0,2876.909,715.9219,-201.0
0.054269288,-11.348306,16.579813,0.09792459,-0.01835108,0.005732181,33.45294,-7.035169,1.2901397,-12.196164,0.0,0.0,0.0,0.0,0.0,0.0,921.4446,1296.632,-201.0,1884.3921,790.6746,-201.0,3235.8455,615.6882,-201.0
0.05719057,-11.990821,17.421686,0.10202042,-0.018198704,0.006547604,34.19782,-5.076702,-1.7198788,-12.953839,0.0,0.0,0.0,0.0,0.0,0.0,896.6094,1170.6829,-201.0,1889.215,761.6247,-201.0,3218.805,712.6066,-201.0
0.060162228,-14.024857,21.64186,0.09392793,-0.019529581,0.0076649934,32.797882,-0.84537077,-0.8729512,-15.510269,0.0,0.0,0.0,0.0,0.0,0.0,885.6438,1125.1088,-201.0,1934.4486,830.8792,-201.0,3184.7776,763.34863,-201.0
0.06584339,-15.529437,23.343916,0.09621834,-0.020298468,0.009081029,31.648275,1.0634242,1.2345842,-17.913727,0.0,0.0,0.0,0.0,0.0,0.0,899.2095,1179.0568,-201.0,1971.5864,949.8763,-201.0,3152.9744,785.85815,-201.0
0.074110754,-16.634295,23.746344,0.09165499,-0.020753369,0.0102734035,30.48876,2.1433372,5.416597,-19.63337,0.0,0.0,0.0,0.0,0.0,0.0,899.7869,1208.2289,-201.0,1941.7646,965.28986,-201.0,3138.01,540.46564,-201.0
0.080177404,-16.97658,22.808771,0.094997466,-0.022172505,0.010161507,30.57988,2.3176715,7.2560096,-18.03187,0.0,0.0,0.0,0.0,0.0,0.0,897.99023,1232.278,-201.0,1887.7897,917.69354,-201.0,3144.6995,416.6976,-201.0
0.08587652,-17.295595,22.471296,0.09447972,-0.024813415,0.010483537,31.882812,1.2625542,8.059952,-16.54799,0.0,0.0,0.0,0.0,0.0,0.0,870.89355,1157.4518,-201.0,1842.8368,813.05273,-201.0,3099.9866,350.5341,-201.0
0.08639526,-16.642427,20.319483,0.10150323,-0.027322665,0.011650722,32.504826,-0.059195,8.037189,-14.479709,0.0,0.0,0.0,0.0,0.0,0.0,863.48505,1123.0787,-201.0,1885.1202,756.5921,-201.0,3108.7483,421.01953,-201.0
0.090823986,-14.973705,17.971571,0.10044742,-0.024532005,0.011449526,33.00259,-3.60925,5.2340207,-13.281223,0.0,0.0,0.0,0.0,0.0,0.0,853.991,1077.4567,-201.0,1885.8677,705.48584,-201.0,3120.0398,449.91714,-201.0
0.094953805,-13.326249,15.556816,0.11349318,-0.01990635,0.013033855,33.18534,-5.350668,3.1673145,-9.852406,0.0,0.0,0.0,0.0,0.0,0.0,868.1199,1080.2133,-201.0,1900.2933,695.7993,-201.0,3175.036,478.10342,-201.0
0.09971631,-12.287376,16.014585,0.10059484,-0.015975319,0.01171592,32.474262,-5.509546,1.2019231,-6.1870427,0.0,0.0,0.0,0.0,0.0,0.0,894.2185,1096.4579,-201.0,1900.3656,729.94415,-201.0,3191.9192,481.20267,-201.0
0.105678655,-13.492081,19.994354,0.12121144,-0.015197105,0.018383851,32.196587,-2.976556,2.2465203,-2.9468527,0.0,0.0,0.0,0.0,0.0,0.0,920.91425,1542.5836,-201.0,1822.1725,924.17365,-201.0,3127.8865,788.2624,-201.0
0.109118104,-14.674172,22.329659,0.102309935,-0.015320047,0.017583104,31.43279,-0.2915615,7.088524,-1.1733364,0.0,0.0,0.0,0.0,0.0,0.0,796.98193,1876.4995,-201.0,1755.389,1014.67694,-201.0,3022.8352,894.0845,-201.0
