"code","song_code","artist","title","year","genre","subgenre","tempo (BPM)","key","energetics","instrumentation_groups","instrumentation","language","explicit_new","lyrics timeframe","timestamp_start","timestamp_end","duration_sec","url_excerpt"
"P_GeorgeEzra_Budapes","P121","George Ezra","Budapest","2014","Pop","Blues, Funk / Soul","128","F Major","mittel-schnell","instrumental + vocal",NA,"en",NA,"My house in Budapest. My hidden treasure chest. Golden grand piano. My beautiful Castillo. You. You. I'd leave it all. My acres of a land I have achieved. It may be hard for you to Stop and believe. But for you. You. I'd Leave it all. But for you. You. I'd Leave it all. Give me one good reason Why I should never make a change. And baby if you hold me, Then all of this will go away","00:00:09","00:00:59",50,"https://www.youtube.com/embed/VHrLPs3_1Fs?start=9&end=59&autoplay=1"
"P_GnarlsBarkley_Crazy","P097","Gnarls Barkley","Crazy","2006","Pop","R&B","112",NA,"mittel-schnell","instrumental + vocal",NA,"en",NA,"Come on now, who do you, who do you, who do you. Who do you think you are. Ha ha ha, bless your soul. You really think you're in control. I think you're crazy. I think you're crazy. I think you're crazy. Just like me","00:01:10","00:01:43",33,"https://www.youtube.com/embed/bd2B6SjMh_w?start=70&end=103&autoplay=1"
"P_Gorillaz_Feelgoo","P001","Gorillaz","Feel good Inc.","2005","Pop","Electronic","139","F#Major","hoch","instrumental + vocal",NA,"en",NA,"Windmill, windmill for the land. Turn forever hand in hand. Take it all in on your stride. It is ticking, falling down. Love forever, love is freely. Turned forever, you and me. Windmill, windmill for the land. Is everybody in?","00:01:21","00:01:54",33,"https://www.youtube.com/embed/HyHNuVaZJ-k?start=81&end=114&autoplay=1"
"P_Gotye_Somebod","P059","Gotye","Somebody That I Used To Know","2011","Pop",NA,"129",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"So when we found that we could not make sense. Well you said that we would still be friends. But I'll admit that I was glad that it was over. But you didn't have to cut me off. Make out like it never happened. And that we were nothing. And I don't even need your love. But you treat me like a stranger. And that feels so rough. You didn't have to stoop so low. Have your friends collect your records. And then change your number. I guess that I don't need that though. Now you're just somebody that I used to know. Now you're just somebody that I used to know","00:01:15","00:02:10",55,"https://www.youtube.com/embed/8UVNT4wvIGY?start=75&end=130&autoplay=1"
"P_HeadAndHeart_RiversA","P044","The Head And The Heart","Rivers And Roads","2011","Pop","Neofolk","136","C Major","niedrig","instrumental + vocal",NA,"en",NA,"A year from now, we'll all be gone. All our friends will move away. And they're goin' to better places. But our friends will be gone away. Nothin' is as it has been. And I miss your face like hell","00:00:22","00:00:54",32,"https://www.youtube.com/embed/2n3OAc5TgrY?start=22&end=54&autoplay=1"
"P_HeyJudeschka_Immerwi","P084","Hey Judeschka!","ImmerwiederSommertag","2017","Pop","Deutsch Pop","98",NA,NA,"instrumental + vocal",NA,"de",NA,"Immer wieder Sommertag, sonntags im November-Park. Komm halte mich, umarme mich. Sind händeringend losgerannt, denn wer bunte blätter fängt vergeht auch nicht, hält ewig. Uh uh uh, uh uh uh. Immer wieder Sommertag, auch montags im Dezember-Park. Komm halte mich nochmal fest. Wer händeringend weiter rennt, und die letzten Blätter","00:00:22","00:01:15",53,"https://www.youtube.com/embed/KQCMtjoPB7s?start=22&end=75&autoplay=1"
"P_ImogenHeap_Goodnig","P117","Imogen Heap","Goodnight And Go","2005","Pop","electronic","110",NA,NA,"instrumental + vocal",NA,"en",NA,"And you fall in the same routine. Flicking through the TV. Relaxed and reclining. And you think you're alone. Oh, why'd you have to be so cute? It's impossible to ignore you. Must you make me laugh so much? It's bad enough we get along so well. Say goodnight and go. One of these days You'll miss your train","00:01:30","00:02:03",33,"https://www.youtube.com/embed/iqjWodek8ZM?start=90&end=123&autoplay=1"
"P_ImogenHeap_Hideand","P088","Imogen Heap","Hide and Seek","2005","Pop","Dance/Electro","121",NA,NA,"instrumental + vocal",NA,"en",NA,"When busy streets. A mess with people. Would stop to hold their heads heavy. Hide and seek. Trains and sewing machines. All those years","00:00:52","00:01:36",44,"https://www.youtube.com/embed/UYIAfiVGluk?start=52&end=96&autoplay=1"
"P_Jackson5_WhosLov","P051","The Jackson 5","Who's Lovin You","1969","Pop","Soul","80","G Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"When I had you (When I had you). I treated you bad and wrong my dear. And girl since, since you went away. Don't you know I sit around With my head hanging down. And I wonder who's lovin' you","00:00:11","00:00:57",46,"https://www.youtube.com/embed/J2xc8xZ0tV0?start=11&end=57&autoplay=1"
"P_JamesMorrison_IWontLe","P128","James Morrison","I Won't Let You Go","2011","Pop","R&B","106",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"You won't let go but still keep from falling down. Remember how you save me now from all of my wrongs. Yeah. And if there's love just feel it. And if there's life will see it. This ain't no time to be alone, alone yeah. I won't let you go. Say those words","00:00:26","00:01:00",34,"https://www.youtube.com/embed/sgRb_lfIZ6A?start=26&end=60&autoplay=1"
"P_Jamiroquai_Virtual","P002","Jamiroquai","Virtual Insanity","1996","Pop","Funk","92","F#Major","mittel","instrumental + vocal",NA,"en",NA,"It’s a crazy world we're living in. And I just can see that half of us immersed in sin is All we have to give these. Futures made of virtual insanity. Now always seem to be govern'd by this love we have For useless twisting our new technology. Oh, now there is no sound for we all live underground","00:00:43","00:01:13",30,"https://www.youtube.com/embed/4JkIs37a2JE?start=43&end=73&autoplay=1"
"P_JeffBuckley_Hallelu","P071","Jeff Buckley","Hallelujah","1994","Pop","Folk/Accustic","101",NA,"niedrig","instrumental + vocal",NA,"en",NA,"your faith was strong but you needed proof. You saw her bathing on the roof. Her beauty and the moonlight overthrew you. She tied you to her kitchen chair. She broke your throne and she cut your hair. And from your lips, she drew the Hallelujah. Hallelujah. Hallelujah. Hallelujah. Hallelujah","00:02:04","00:02:53",49,"https://www.youtube.com/embed/y8AWFf7EAc4?start=124&end=173&autoplay=1"
"P_JeremyKay_HaveItA","P014","Jeremy Kay","Have It All","2002","Pop","Singer-Songwriter","154",NA,NA,"instrumental + vocal",NA,"en",NA,"Some days I feel like cryin'. It don't matter if it's rain or shine. I feel like my heart was broken. At least a million times. And some days I wake up dreaming. Feels like I never even woke. I answer life's big questions. As if it's one big joke. Maybe it's too soon to be sure. But I really do believe that some","00:00:01","00:00:58",57,"https://www.youtube.com/embed/RCwY93nqe00?start=1&end=58&autoplay=1"
"P_JohnnyCash_Hurt","P048","Johnny Cash","Hurt","2002","Pop","Country Rock","91","A Minor","niedrig","instrumental + vocal",NA,"en",NA,"Everyone I know goes away. In the end. And you could have it all. My empire of dirt. I will let you down. I will make you hurt","00:01:05","00:01:39",34,"https://www.youtube.com/embed/vt1Pwfnh5pc?start=65&end=99&autoplay=1"
"P_JoseGonzales_Heartbe","P003","Jose Gonzales","Heartbeats","2003","Pop","Indie, Folk","88",NA,NA,"instrumental + vocal",NA,"en",NA,"One night of magic rush \n The start a simple touch \n One night to push and scream \n And then relief \n Ten days of perfect hues \n The colors red and blue \n We had a promise, babe \n We were in love","00:00:59","00:01:26",27,"https://www.youtube.com/embed/4-liyr-Xq3E?start=59&end=86&autoplay=1"
"P_JustinBieber_LoveYou","P060","Justin Bieber","Love Yourself","2015","Pop",NA,"103","E Major","niedrig","instrumental + vocal",NA,"en",NA,"And baby I be movin' on \n And I think you should be somethin' \n I don't wanna hold back, maybe you should know that \n My mama don't like you and she likes everyone \n And I never like to admit that I was wrong \n And I've been so caught up in my job, didn't see what's going on \n But now I know, I'm better sleeping on my own \n Cause if you like the way you look that much \n Oh, baby, you should go and love yourself","00:00:35","00:01:07",32,"https://www.youtube.com/embed/oyEuk8j8imI?start=35&end=67&autoplay=1"
"P_JustinTimberlake_MyLove","P073","Justin Timberlake","My Love","2006","Pop","Hip Hop","120",NA,"hoch","instrumental + vocal",NA,"en",NA,"Because \n I can see us holdin' hands \n Walkin' on the beach, our toes in the sand \n I can see us on the country side \n Sittin' on the grass, layin' side by side \n You can be my baby \n Let me make you my lady, girl, you amaze me \n Ain't gotta do nothin' crazy \n See, all I want you to do is be my love (so don't give away) \n My love (so don't give away) \n My love (so don't give away) \n Ain't another woman that could take your spot, my love (so don't give away) \n My love (so don't give away) \n My love (so don't give away) \n Ain't another woman that could take your spot, my love","00:02:10","00:02:44",34,"https://www.youtube.com/embed/ddXBVP5XM2k?start=130&end=164&autoplay=1"
"P_KatiePerry_IKissed","P029","Katie Perry","I Kissed A Girl","2008","Pop",NA,"130",NA,"hoch","instrumental + vocal",NA,"en",NA,"No, I don't even know your name \n It doesn't matter \n You're my experimental game \n Just human nature \n It's not what, good girls do \n Not how they should behave \n My head gets so confused \n Hard to obey \n I kissed a girl and I liked it \n The taste of her cherry chap stick \n I kissed a girl just to try it \n I hope my boyfriend don't mind it \n It felt so wrong \n It felt so right \n Don't mean I'm in love tonight","00:01:07","00:01:40",33,"https://www.youtube.com/embed/tAp9BKosZXs?start=67&end=100&autoplay=1"
"P_KatieTunstall_Suddenl","P017","Katie Tunstall","Suddenly I See","2004","Pop","Folk/Accustic","100",NA,NA,"instrumental + vocal",NA,"en",NA,"You can see she's a beautiful girl \n She's a beautiful girl \n And everything around her is a silver pool of light \n The people who surround her feel the benefit of it \n It makes you calm \n She holds you captivated in her palm \n Suddenly I see (suddenly I see) \n This is what I wanna be \n Suddenly I see (suddenly I see) \n Why the hell it means so much to me \n (Suddenly I see) \n This is","00:00:18","00:00:53",35,"https://www.youtube.com/embed/9AEoUa0Hlso?start=18&end=53&autoplay=1"
"P_KatyPerry_SwishSw","P062","Katy Perry","Swish Swish","2017","Pop","Rap","120",NA,"hoch","instrumental + vocal",NA,"en",NA,"Your game is tired \n You should retire \n You're 'bout cute as \n An old coupon expired \n And karma's not a liar \n She keeps receipts \n So keep calm, honey, I'ma stick around \n For more than a minute, get used to it \n Funny my name keeps comin' outcho mouth \n 'Cause I stay winning \n Lay 'em up like \n Swish, swish, bish \n Another one in the basket \n Can't touch","00:02:27","00:03:10",43,"https://www.youtube.com/embed/iGk5fR-t5AU?start=147&end=190&autoplay=1"
"P_Keane_Everybo","P015","Keane","Everybodys Changing","2004","Pop","Britpop, Alternative/Indie","94",NA,NA,"instrumental + vocal",NA,"en",NA,"So little time \n Try to understand that I'm \n Trying to make a move just to stay in the game \n I try to stay awake and remember my name \n But Everybody's Changing, and I don't feel the same","00:00:59","00:01:30",31,"https://www.youtube.com/embed/Zx4Hjq6KwO0?start=59&end=90&autoplay=1"
"P_KingsofLeon_SexOnFi","P089","Kings of Leon","Sex On Fire","2009","Pop","Rock","153","A Major","mittel-hoch","instrumental + vocal",NA,"en","yes","Has people talking \n They're talking \n You \n Your sex is on fire \n The dark of the alley \n The breaking of day \n Head while I'm driving","00:00:45","00:01:15",30,"https://www.youtube.com/embed/RF0HhrwIwp0?start=45&end=75&autoplay=1"
"P_Kodaline_HighHop","P107","Kodaline","High Hopes","2013","Pop","Indie Rock","77","E Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"I remember it now, it takes me back to when it all first started. But I've only got myself to blame for it, and I accept it now. It's time to let it go, go out and start again. But it's not that easy. But I've got high hopes, it takes me back to when we started. High hopes, when you let it go, go out and start again. High hopes, when it all comes to an end. But the world keeps spinning around","00:00:39","00:01:28",49,"https://www.youtube.com/embed/E4povfmX144?start=39&end=88&autoplay=1"
"P_Kooks_Naive","P123","The Kooks","Naive","2006","Pop","Indie","103",NA,NA,"instrumental + vocal",NA,"en",NA,"Oh, you're so naïve, yet so \n How could this be done \n By such a smiling sweetheart? \n Oh, and your sweet and pretty face \n In such an ugly way \n Something so beautiful \n Oh, that every time I look inside \n I know she knows that I'm not fond of asking \n True or false, it may be \n Well, she's still out to get me \n And I know","00:00:15","00:00:45",30,"https://www.youtube.com/embed/jkaMiaRLgvY?start=15&end=45&autoplay=1"
"P_LadyGaga_Pokerfa","P009","Lady Gaga","Pokerface","2008","Pop","Dance","119",NA,"hoch","instrumental + vocal",NA,"en",NA,"Oh, whoa, oh, oh \n Oh, oh oh \n I'll get him hot, show him what I've got \n Oh, whoa, oh, oh \n Oh, oh oh \n I'll get him hot, show him what I've got \n Can't read my, can't read my \n No, he can't read my poker face \n (She's got me like nobody) \n Can't read my, can't read my \n No, he can't read my poker face \n (She's got me like nobody) \n P-p-p-poker face, p-p-poker face (mum-mum-mum-mah)","00:00:41","00:01:18",37,"https://www.youtube.com/embed/bESGLojNYSo?start=41&end=78&autoplay=1"
"P_LeonBridges_River","P039","Leon Bridges","River","2015","Pop","R&B, Soul","128","G# Major","niedrig","instrumental + vocal",NA,"en",NA,"Momma's words reoccur to me \n ""Surrender to the good Lord \n And he'll wipe your slate clean"" \n Take me to your river \n I wanna go \n Oh, go \n Take me to your river \n I wanna know","00:02:20","00:02:54",34,"https://www.youtube.com/embed/0Hegd4xNfRo?start=140&end=174&autoplay=1"
"P_LeslieClio_ICouldn","P033","Leslie Clio","I Couldnt Care Less","2013","Pop","Deutsch Pop","146",NA,NA,"instrumental + vocal",NA,"en",NA,"I couldn't care less \n 'Bout sunny or shine \n I couldn't care less \n What broke me this time \n I couldn't care less \n That's why I'm drummin' it out \n I couldn't care less \n That's all I care about \n Such a good drama, oh oh \n Such a good drama, oh oh oh \n I couldn't care less that's all I care about","00:00:43","00:01:08",25,"https://www.youtube.com/embed/HVReDiyouWs?start=43&end=68&autoplay=1"
"P_LianneLaHavas_WhatYou","P129","Lianne La Havas","What You Don't Do","2015","Pop","R&B","94",NA,NA,"instrumental + vocal",NA,"en",NA,"No grand gesture could ever be made to measure you \n I know what I got and I know where we're going \n You don't need to show it, I already know it all \n It's what you don't do, it's what you don't say \n (It's what you don't do) I know you love me, I don't need proof \n It's what you don't do, the games you don't play \n (It's what you don't do) I know you love me, I don't need proof","00:00:40","00:01:15",35,"https://www.youtube.com/embed/DNLkD8QEnAM?start=40&end=75&autoplay=1"
"P_LilyAllen_FuckYou","P098","Lily Allen","Fuck You","2009","Pop","Dance","130",NA,"mittel-hoch","instrumental + vocal",NA,"en","yes","Do you, do you really enjoy living a life that's so hateful? \n 'Cause there's a hole where your soul should be \n You're losing control a bit, and it's really distasteful \n Fuck you (Fuck you), fuck you very, very much \n 'Cause we hate what you do \n And we hate your whole crew \n So, please don't stay in touch \n Fuck you (Fuck you), fuck you very, very much","00:01:23","00:02:00",37,"https://www.youtube.com/embed/yFE6qQ3ySXE?start=83&end=120&autoplay=1"
"P_LittleBigTown_GirlCru","P012","Little Big Town","Girl Crush","2014","Pop","Country","58","C Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"I want to taste her lips. Yeah, 'cause they taste like you. I want to drown myself. In a bottle of her perfume. I want her long blond hair. I want her magic touch. Yeah, 'cause maybe then. You'd want me just as much. I've got a girl crush","00:02:02","00:02:44",42,"https://www.youtube.com/embed/JYZMT8otKdI?start=122&end=164&autoplay=1"
"P_LolaMarsh_Wishing","P139","Lola Marsh","Wishing Girl","2017","Pop","Folk-Pop","116",NA,NA,"instrumental + vocal",NA,"en",NA,"Cause you, you are my lonely star \n And I'm, I'm your wishing girl \n 'Cause you, you are my lonely star \n And I'm, I'm your wishing girl","00:02:02","00:02:36",34,"https://www.youtube.com/embed/Xz0I_O537mk?start=122&end=156&autoplay=1"
"P_LuisFonsi_Despaci","P077","Luis Fonsi","Despacito","2017","Pop","Reggaeton","88",NA,"hoch","instrumental + vocal",NA,"es",NA,"Despacito \n Quiero desnudarte a besos despacito \n Firmar las paredes de tu laberinto \n Y hacer de tu cuerpo todo un manuscrito (sube, sube, sube) \n (Sube, sube) Oh \n Quiero ver bailar tu pelo \n Quiero ser tu ritmo (uh oh, uh oh) \n Que le enseñes a mi boca (uh oh, uh oh) \n Tus lugares favoritos (favoritos, favoritos baby) \n Déjame sobrepasar tus zonas de peligro (uh oh, uh oh) \n Hasta provocar tus gritos (uh oh, uh oh) \n Y que olvides tu apellido (dirididi Daddy)","00:01:13","00:01:41",28,"https://www.youtube.com/embed/kJQP7kiw5Fk?start=73&end=101&autoplay=1"
"P_MacDemarco_SaladDa","P082","Mac Demarco","Salad Days","2014","Pop","Rock","101","F Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"Missing Hippie Jon, salad days are gone. Remembering things just to tell 'em so long. La la la la la, la la la la, la la la la, oh. Oh mama, actin' like my life's already over","00:00:18","00:00:48",30,"https://www.youtube.com/embed/RheJW2nhkb8?start=18&end=48&autoplay=1"
"P_Macklemore_SameLov","P019","Macklemore","Same Love","2013","Pop","Rap","85",NA,"mittel","instrumental + vocal",NA,"en",NA,"Even if I tried \n Even if I wanted to \n And I can't change \n Even if I tried \n Even if I wanted to \n My love, my love, my love \n She keeps me warm \n She keeps me warm \n She keeps me warm \n She keeps me warm","00:01:46","00:02:17",31,"https://www.youtube.com/embed/hlVBg7_08n0?start=106&end=137&autoplay=1"
"P_Madonna_DontTel","P010","Madonna","Don't Tell Me","2000","Pop","Folk, World & Country","100","G Major","mittel-hoch","instrumental + vocal",NA,"en",NA,"Don't tell me to stop \n Tell the rain not to drop \n Tell the wind not to blow \n 'Cause you said so, hmm mhm? \n Tell the sun not to shine \n Not to get up this time, no, no \n Let it fall by the way","00:00:10","00:00:41",31,"https://www.youtube.com/embed/FRLHro9EPD0?start=10&end=41&autoplay=1"
"P_Maggiereilly_Everyti","P131","Maggie reilly","Everytime We Touch","1992","Pop","New wave","106",NA,NA,"instrumental + vocal",NA,"en",NA,"Feel I'm in heaven \n Or going insane \n 'Cause everytime we touch \n I get this feeling \n And everytime we kiss \n I swear, I could fly \n Can't you hear my heart beat fast \n I want this to last \n Need you by my side","00:00:48","00:01:15",27,"https://www.youtube.com/embed/nwIsQk6kEJo?start=48&end=75&autoplay=1"
"P_Magic_LetYour","P020","Magic!","Let Your Hair Down","2014","Pop","Reggae","148",NA,NA,"instrumental + vocal",NA,"en",NA,"To me you are more than just skin and bones. \n You are elegance and freedom and everything I know \n So come on and \n Baby let your hair down \n Let me run my fingers through it \n We can be ourselves now \n Go ahead, be foolish \n No one's on the clock now \n Lying in this simple moment \n You don't gotta worry now \n Just let your hair down","00:00:39","00:01:24",45,"https://www.youtube.com/embed/x5YP_oLcgpg?start=39&end=84&autoplay=1"
"P_MarkRonson_UptownF","P136","Mark Ronson","Uptown Funk","2014","Pop","R&B","115",NA,"hoch","instrumental + vocal",NA,"en",NA,"wait a minute \n Fill my cup, put some liquor in it \n Take a sip, sign a check \n Julio, get the stretch \n Ride to Harlem, Hollywood \n Jackson, Mississippi \n If we show up, we gon' show out \n Smoother than a fresh jar of Skippy \n I'm too hot (hot damn) \n Call the police and the fireman \n I'm too hot (hot damn) \n Make a dragon wanna retire man \n I'm too hot (hot damn) \n Bitch say my name you know who I am \n I'm too hot (hot damn)","00:01:32","00:02:02",30,"https://www.youtube.com/embed/OPf0YbXqDm0?start=92&end=122&autoplay=1"
"P_MarvinGaye_LetsGet","P094","Marvin Gaye","Lets Get It On","1973","Pop","R&B","167",NA,"mittel","instrumental + vocal",NA,"en",NA,"I've been really tryin', baby. Tryin' to hold back this feeling for so long. And if you feel like I feel, baby. Then, c'mon, oh, c'mon, whoa . Let's get it on. Ah, baby, let's get it on. Let's love, baby. Let's get it on, sugar. Let's get it on","00:00:02","00:00:51",49,"https://www.youtube.com/embed/x6QZn9xiuOE?start=2&end=51&autoplay=1"
"P_MarvinGaye_SexualH","P122","Marvin Gaye","Sexual Healing","1982","Pop","Soul","94","C Minor","mittel","instrumental + vocal",NA,"en","yes","And baby, I can't hold it much longer (heal me my darling, heal me my darling) \n It's getting stronger and stronger \n When I get that feeling \n I want sexual healing \n Sexual healing, oh baby \n Makes me feel so fine \n Helps to relieve my mind \n Sexual healing baby","00:00:28","00:00:58",30,"https://www.youtube.com/embed/rjlSiASsUIs?start=28&end=58&autoplay=1"
"P_MIA_PaperPl","P090","M.I.A.","Paper Planes","2009","Pop","Hip Hop","86",NA,"mittel-hoch","instrumental + vocal",NA,"en",NA,"Sometimes I think sitting on trains \n Every stop I get to I'm clocking that game \n Everyone's a winner, we're making our fame \n Bona fide hustler making my name \n All I wanna do is- \n And a- \n And take your money \n All I wanna do is- \n And a- \n And take your money \n All I wanna do is- \n And a- \n And take your money \n All I wanna do is- \n And a- \n And take your money","00:00:45","00:01:18",33,"https://www.youtube.com/embed/ewRjZoRtu0Y?start=45&end=78&autoplay=1"
"P_MileyCyrus_PartyIn","P105","Miley Cyrus","Party In The U.S.A","2009","Pop","Electronic","96","A# Minor","mittel-hoch","instrumental + vocal",NA,"en",NA,"\n Like, ""Who's that chick, that's rockin' kicks? \n She gotta be from out of town"" \n So hard with my girls not around me \n It's definitely not a Nashville party \n 'Cause all I see are stilettos \n I guess I never got the memo \n My tummy's turnin' and I'm feelin' kinda homesick \n Too much pressure and I'm nervous \n That's when the DJ dropped my favorite tune \n And a Britney song was on \n And a Britney song was on \n And a Britney song was on \n So I put my hands up \n They're playin' my song, the butterflies fly away \n I'm noddin' my head like, yeah \n Movin' my hips like, yeah \n I got my hands up, they're playin' my song \n They know I'm gonna be okay \n Yeah, it's a party in the U.S.A. \n Yeah, it's a party in the U.S.A.","00:01:14","00:02:09",55,"https://www.youtube.com/embed/M11SvDtPBhA?start=74&end=129&autoplay=1"
"P_Moby_Porcela","P052","Moby","Porcelain","1999","Pop","Electronic","95","C Minor",NA,"instrumental + vocal",NA,"en",NA,"This is goodbye \n Tell the truth, you've never wanted me","00:01:19","00:01:49",30,"https://www.youtube.com/embed/13EifDb4GYs?start=79&end=109&autoplay=1"
"P_Namika_Lieblin","P093","Namika","Lieblingsmensch","2015","Pop",NA,"120","A Minor","mittel-hoch","instrumental + vocal",NA,"de",NA,"Bei dir kann ich ich sein,Verträumt und verrückt sein. Na na na na na na, danke, Lieblingsmensch. Schön, dass wir uns kennen. Absolut niemand darf's erfahren. Aber dir vertrau' ich's an. Weil du's sicher aufbewahrst. Meine Area 51. Und manchmal drehen wir uns im Kreis. Aus 'ner Kleinigkeit wird Streit. Aber mehr als fünf Minuten kann ich dir nicht böse sein, yeah. Mach' ich dir was vor, fällt's dir sofort auf. Lass' ich mich hängen, dann baust du mich auf. Manchmal wiegt der Alltag","00:01:07","00:01:38",31,"https://www.youtube.com/embed/3ryohiCVq3M?start=67&end=98&autoplay=1"
"P_NeilDiamind_SweetCa","P007","Neil Diamind","Sweet Caroline","1969","Pop","Softrock","63",NA,NA,"instrumental + vocal",NA,"en",NA,"Hands, touching hands \n Reaching out, touching me, touching you \n Sweet Caroline \n Good times never seemed so good \n I've been inclined","00:00:45","00:01:19",34,"https://www.youtube.com/embed/1vhFnTjia_I?start=45&end=79&autoplay=1"
"P_NeilDiamond_IAmISai","P119","Neil Diamond","I Am I Said","1971","Pop","Rock","90",NA,NA,"instrumental + vocal",NA,"en",NA,"""I am""... I cried \n ""I am""... said I \n And I am lost and I can't \n Even say why \n Leavin' me lonely still \n Did you ever read about a frog \n Who dreamed of bein' a king","00:01:26","00:02:04",38,"https://www.youtube.com/embed/jshg36Vm-_g?start=86&end=124&autoplay=1"
"P_NinaSimone_Feeling","P056","Nina Simone","Feeling Good","1965","Pop","Soul","79",NA,"niedrig","instrumental + vocal",NA,"en",NA,"I'm feeling good \n Fish in the sea \n You know how I feel \n River running free \n You know how I feel \n Blossom on a tree \n You know how I feel \n It's a new dawn \n It's a new day \n It's a new life \n For me \n And I'm feeling good \n Dragonfly out in the sun, you know what I mean, don't you know \n Butterflies all havin' fun, you know what I mean \n Sleep in peace when day is done, that's what I mean \n And this old world is a new world \n And a bold world \n For me","00:00:33","00:01:03",30,"https://www.youtube.com/embed/D5Y11hwjMNs?start=33&end=63&autoplay=1"
"P_Oasis_AllArou","P076","Oasis","All Around The World","1997","Pop","Britpop","83",NA,NA,"instrumental + vocal",NA,"en",NA,"I don't believe in everything I see \n You know I'm blind so why d'you disagree? \n Take me away 'cause I just don't want to stay \n 'Cause all the lies you make me say \n Are getting deeper every day \n These are crazy days but they make me shine \n Time keeps rolling by \n All around the world \n You've gotta spread the word \n Tell 'em what you've heard \n You're gonna make a better day","00:00:36","00:01:21",45,"https://www.youtube.com/embed/bdT8ixdxPX4?start=36&end=81&autoplay=1"
"P_Oasis_DontLoo","P142","Oasis","Don't Look Back In Anger","1995","Pop","Rock","81,5",NA,NA,"instrumental + vocal",NA,"en",NA,"You said that you'd never been \n But all the things that you've seen \n Slowly fade away \n So I start a revolution from my bed \n 'Cause you said the brains I had went to my head \n Step outside, summertime's in bloom \n Stand up beside the fireplace \n Take that look from off your face \n You ain't ever gonna burn my heart out \n And so Sally can wait \n She knows it's too late \n As we're walking on by","00:00:23","00:00:55",32,"https://www.youtube.com/embed/cmpRLQZkTb8?start=23&end=55&autoplay=1"
"P_OfMonstersandMen_Empire","P091","Of Monsters and Men","Empire","2015","Pop","Alternative/Indie","119",NA,NA,"instrumental + vocal",NA,"en",NA,"As the hills turn into holes \n I fill them with gold \n Heavy stones fear no weather \n From the rain comes a river \n Running wild that we create \n An empire for you \n Illuminate there is a river \n Running wild that will create \n An empire for you \n An empire for two \n An empire for you \n An empire for two \n And I paint your body black","00:01:10","00:01:54",44,"https://www.youtube.com/embed/H2lzxGcbz-g?start=70&end=114&autoplay=1"
"P_OliBrown_Speechl","P072","Oli Brown","Speechless","2010","Pop","Blues Indie","100",NA,NA,"instrumental + vocal",NA,"en",NA,"Oh I don't understand \n I thought I was your man \n But it looks to me like I have been mistaken \n Did you loose your mind \n How could you be so blind? \n You have put me in a cruel and twisted situation \n Oh what can I do \n What can I say? \n I'm totally speechless \n When you leave me this way \n Oh what can I do \n What can I Say? \n I'm totally helpless \n Its a dark and lonely day \n Its a dark and lonely day","00:01:24","00:02:13",49,"https://www.youtube.com/embed/X8QRpn853YA?start=84&end=133&autoplay=1"
"P_OutKast_Roses","P081","OutKast","Roses","2003","Pop","Hip Hop/Rap","109",NA,"hoch","instrumental + vocal",NA,"en",NA,"You'd need a golden calculator to divide (to divide) \n The time it took to look inside and realize \n That real guys go for real down-to-Mars girls, haha, yeah \n I know you'd like to think your shit don't stank, but \n Lean a little bit closer, see \n Roses really smell like poo-poo-ooh \n Yeah, roses really smell like poo-poo-ooh \n I know you'd like to think your shit don't stank, but","00:00:16","00:01:09",53,"https://www.youtube.com/embed/LNrA2YVDmPk?start=16&end=69&autoplay=1"
"P_OwlCity_Firefli","P095","Owl City","Fireflies","2009","Pop","Elektropop","90",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"I'd like to make myself believe that planet Earth turns slowly \n It's hard to say that I'd rather stay awake when I'm asleep \n 'Cause everything is never as it seems (when I fall asleep)","00:02:35","00:02:57",22,"https://www.youtube.com/embed/psuRGfAaju4?start=155&end=177&autoplay=1"
"P_PanicattheDisco_NineInT","P041","Panic! at the Disco","Nine In The Afternoon","2008","Pop","modern Rock","155",NA,NA,"instrumental + vocal",NA,"en",NA,"Into a place, where thoughts can bloom \n Into a room where it's nine in the afternoon \n And we know that it could be \n And we know that it should \n And you know that you feel it too \n Cause it's nine in the afternoon \n And your eyes are the size of the moon \n You could cause you can so you do \n We're feeling so good","00:00:38","00:01:19",41,"https://www.youtube.com/embed/yCto3PCn8wo?start=38&end=79&autoplay=1"
"P_Paramore_TheOnly","P116","Paramore","The Only Exception","2009","Pop","Punk/Emo","138",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"And up until now I had sworn to myself \n That I'm content with loneliness \n Because none of it was ever worth the risk \n But you are the only exception \n You are the only exception \n You are the only exception \n You are the only exception","00:02:00","00:02:36",36,"https://www.youtube.com/embed/-J7J_IWUhls?start=120&end=156&autoplay=1"
