F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14]
0.0,0.0,0.0,0.0,0.0,-100.0,0.0057557044,0.98834115,1.6158103e-05,0.81670445,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,5.1725907e-10,3.4920664e-09,12431.836,15604.395,17111.719,18331.934,6.543289e-05,13933.403,12.845619,25746790.0,-1.3403088,4.107228,3.3018963e-09,9.273178,2.82029e-08,-7.839588,3.9112093,3.734481,1.5374384,5.8524146,7.270475,5.2765326,4.798251,11.9207945,16.243736,1.2009624,6.199867,0.80424994,6.2572975
0.0,0.0,0.0,0.0,0.0,-100.0,0.0057426146,0.98834115,1.5204329e-05,0.8164525,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.2439718e-10,3.4622347e-09,11369.531,15001.465,16695.41,18317.578,0.00012946443,13381.149,14.387844,27445830.0,-1.1444252,3.6472428,2.480548e-09,8.948017,2.4783255e-08,-8.103404,3.4383738,2.3028932,3.2822418,7.7597756,7.361384,5.34799,4.9679685,6.585722,9.763777,1.2070745,6.688868,2.4435701,6.277246
0.0,0.0,0.0,0.0,0.0,-100.0,0.0057480545,0.98834115,1.4023474e-05,0.81632656,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.5333737e-10,3.5748136e-09,10551.27,14542.09,16279.102,18317.578,0.00017518974,12855.067,15.728142,29186856.0,-0.9834327,3.2226002,1.6963465e-09,8.642055,2.1377893e-08,-8.021207,2.7418892,0.70179766,3.4999905,7.690045,5.8017116,2.9280164,7.3949795,5.974857,7.4432836,4.082971,4.4425426,-0.19964027,5.9398346
0.0,0.0,0.0,0.0,0.0,-100.0,0.0057315533,0.98834115,1.3771079e-05,0.81305116,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.696075e-10,3.76248e-09,10063.184,14542.09,16465.723,18331.934,0.00016325795,12690.763,16.105494,32100246.0,-0.91545147,2.8698053,1.3241405e-09,8.516702,1.8451964e-08,-6.9321384,1.0372962,0.14829434,5.471275,6.6887374,4.0691476,2.4320858,9.862367,7.716625,11.3258295,6.5871673,6.5567384,2.9225395,7.6256104
0.0,0.0,0.0,0.0,0.0,-100.0,0.0057782917,0.9906206,1.4714094e-05,0.808264,0.13116747,0.2718483,0.40508628,0.5431505,0.6663845,0.78137827,0.85350704,0.92691237,1.0007707,1.0474936,1.1240184,1.1735979,1.2184156,1.2989492,1.3350105,1.4146771,1.4072808,1.4307928,1.4690493,1.4048367,1.3621117,1.2192866,1.0481035,0.90253085,0.7341444,0.5856301,4.356341e-10,3.9468624e-09,11053.711,15044.531,17068.652,18360.645,0.0001591877,13185.603,14.628318,30942774.0,-1.0782472,3.2210824,2.0410793e-09,8.804433,2.1486379e-08,-7.4325714,-0.3193713,-0.64018077,5.456467,7.962673,6.8004546,5.911356,10.394671,10.720405,13.213141,9.131972,3.8658257,2.3602507,6.825266
0.0,0.0,0.0,0.0,0.0,-100.0,0.0056968727,0.99004126,1.5775433e-05,0.8049886,0.13443059,0.2676007,0.38646296,0.5203461,0.65592617,0.7664358,0.8262083,0.9632137,1.0507659,1.0303373,1.157651,1.171266,1.1874045,1.3281587,1.3006854,1.4821066,1.4211894,1.4150413,1.4809313,1.3830205,1.3484358,1.2030096,1.0395359,0.9109259,0.7374022,0.57257974,2.8244193e-10,3.7778776e-09,11785.84,15590.039,17685.938,18389.355,0.00017336292,13788.987,13.303309,29451122.0,-1.2197069,3.6207988,2.9047635e-09,9.143527,2.5208566e-08,-8.3302355,0.07111931,0.017810464,6.0357513,10.387523,12.393425,9.060651,5.268228,6.3150234,7.896068,6.332165,8.9628315,10.797245,10.541546
0.0,0.0,0.0,0.0,0.0,-100.0,0.0057692807,0.9904085,1.560794e-05,0.80511457,0.13768123,0.26223737,0.36754802,0.5045325,0.6535843,0.72711277,0.7654155,1.0387404,1.1397123,1.0042197,1.1686901,1.1233886,1.141987,1.3727112,1.243379,1.5534052,1.4619848,1.3837849,1.5005522,1.3883573,1.3315617,1.2076422,1.0595082,0.9169924,0.7420371,0.5538537,3.7298933e-10,3.5710126e-09,11369.531,15288.574,17556.738,18360.645,0.000181009,13559.101,13.605218,29601794.0,-1.0996236,3.4385083,2.6073288e-09,9.010601,2.5045592e-08,-8.539557,1.435453,0.5859479,1.616639,9.263921,11.139103,11.636776,4.461784,2.1060677,4.518288,10.0243225,11.273891,10.031474,9.71119
0.0,0.0,0.0,0.0,0.0,-100.0,0.005800826,0.9931776,1.5087805e-05,0.8072562,0.13711315,0.25394538,0.37107646,0.51623684,0.6707055,0.6770429,0.68985176,1.1329768,1.2152085,0.97569555,1.1385404,1.0155935,1.0976897,1.381163,1.1926032,1.5825418,1.520346,1.374744,1.5336165,1.4614791,1.3076493,1.2457403,1.1323228,0.9110374,0.74863744,0.53905666,4.3891077e-10,3.728969e-09,10795.3125,14857.91,17327.05,18288.867,0.00017432078,13254.237,14.157023,29889488.0,-1.0028248,3.2117689,2.1421704e-09,8.842571,2.3319922e-08,-8.3052435,1.9120674,2.23304,0.5015932,7.4456506,7.935289,9.004651,1.1839968,-1.0680249,2.7139904,10.702302,15.678326,12.293663,14.011089
0.0,0.0,0.0,0.0,0.0,-100.0,0.005910983,1.0011052,1.5098781e-05,0.8095238,0.13514598,0.25284508,0.3848333,0.55416983,0.71523565,0.6848996,0.66701245,1.1633786,1.2103839,0.96493673,1.08485,0.9293247,1.1135734,1.3945855,1.2283362,1.5692549,1.5520235,1.3570951,1.5711851,1.542107,1.2906121,1.2992886,1.191075,0.8982087,0.7437396,0.53063065,5.726946e-10,3.9648804e-09,11182.91,14843.555,17327.05,18188.379,0.00017073646,13236.317,14.166539,30051968.0,-1.0649325,3.2807534,2.1410158e-09,8.8330145,2.3499256e-08,-7.5760465,1.4626735,2.8460305,1.8401159,5.084822,1.6484522,9.345124,7.0654716,3.4062226,7.234239,13.212903,10.186427,4.638969,9.700597
0.0,0.0,0.0,0.0,0.0,-100.0,0.0058095064,1.0083054,1.5684001e-05,0.813807,0.1307449,0.25534558,0.4018921,0.56493163,0.7463684,0.76361626,0.68448925,1.101977,1.1282178,0.98274356,1.0426054,0.9076132,1.170653,1.4160552,1.3312441,1.562138,1.5526029,1.3401042,1.5907804,1.574286,1.2776417,1.3172868,1.2151937,0.89864653,0.72431844,0.5344418,4.868838e-10,3.975592e-09,12202.148,15159.375,17283.984,18073.535,0.00016991848,13703.375,13.572001,25784798.0,-1.3185605,4.074179,2.8607579e-09,9.149804,2.5894686e-08,-8.349877,0.48197642,2.6907406,4.6944346,3.7413623,2.5767307,8.993255,5.7116566,4.811794,8.763697,12.220784,8.633701,2.3458073,6.0635304
