pcm_intensity_sma,pcm_loudness_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],pcm_zcr_sma,voiceProb_sma,F0_sma,F0env_sma
0.0,0.0,-25.53797,0.8251968,-0.6009692,11.290105,-2.5167618,0.2540315,-4.7635694,-0.49108967,2.3103483,0.21181555,-0.19433999,2.5074856,0.59198564,0.9518364,1.317828,1.6328567,1.942104,2.2458894,2.5021145,2.7700036,0.95527345,0.103075914,0.0,0.0
0.0,0.0,-24.999369,2.0308008,-1.7449952,7.7029777,-1.2068807,2.0188005,-2.142261,-1.3223648,-2.8458965,0.68631,4.160976,2.3429193,0.5868251,0.9375851,1.3013643,1.6135002,1.9374269,2.240282,2.5030053,2.7598417,0.95164704,0.14829166,0.0,0.0
0.0,0.0,-23.70947,3.691251,-4.4625573,1.9911708,-1.6566372,3.0163467,0.3040924,-3.4030411,-3.4869719,9.834031,6.9375978,1.8509922,0.57286525,0.92167187,1.2804464,1.5977283,1.9311662,2.2320335,2.492816,2.7288558,0.9247506,0.18944375,0.0,0.0
0.0,0.0,-22.105515,3.3200047,-5.23959,0.591783,-3.5363271,0.5299626,-1.412004,-5.7027955,-4.6575,13.355376,7.249472,1.6424559,0.55554634,0.8868373,1.2630081,1.5937437,1.923411,2.2321799,2.4860048,2.7025204,0.8307646,0.21830976,0.0,0.0
0.0,0.0,-19.07164,2.7510889,-4.349001,-0.4629593,-1.4167646,-0.49221972,-0.45939302,-4.2892385,-3.4385111,11.54885,-3.5882933,1.6813402,0.5065485,0.8525243,1.2491267,1.5961761,1.9207395,2.2335272,2.4828398,2.6947758,0.693563,0.22019173,0.0,0.0
4.173127e-14,0.0028323939,-15.358315,0.11403044,-3.8524656,1.7687006,3.2719433,1.8070593,-1.2817849,0.41959032,-8.834405,-0.5018773,-15.878736,-0.44051442,0.45062932,0.8105344,1.2366389,1.5855904,1.9112877,2.2375133,2.4928877,2.710475,0.5300695,0.24572559,0.0,0.0
1.2519772e-13,0.006319528,-12.398761,-1.6949797,-3.2444365,6.7020774,10.022004,4.422249,0.43034014,3.6691563,-6.7896366,-4.198854,-23.346556,-1.397902,0.38596836,0.7864466,1.2213178,1.5757393,1.8968314,2.232552,2.4955423,2.7317324,0.39589,0.31329748,0.0,0.0
2.0866418e-13,0.009806662,-8.575784,-2.4274294,-3.734333,7.788088,8.844121,5.5541215,1.6938874,3.3951104,-6.0930133,0.68001956,-24.675766,-4.855725,0.35932794,0.74161476,1.1782053,1.5513605,1.8732266,2.2166164,2.4892583,2.7358868,0.30281052,0.37294903,0.0,0.0
2.0866415e-13,0.009806663,-7.0856404,-3.2930028,-1.4790105,5.1574693,11.42949,-1.0521193,1.5395831,1.7143935,-6.139068,7.7278237,-25.283945,-5.10842,0.3536099,0.6936464,1.0793152,1.525896,1.8450804,2.1986778,2.4774063,2.7358124,0.22544576,0.37456694,0.0,0.0
2.0866418e-13,0.009806662,-6.1936545,-3.081582,-0.6103704,-2.2537324,14.604599,-3.965874,2.0301354,6.7741427,-10.771881,11.365085,-31.89295,-3.901619,0.37575927,0.64138424,0.94738346,1.4924688,1.8188639,2.1899164,2.4667914,2.731405,0.1828347,0.32956144,0.0,0.0
