pcm_intensity_sma,pcm_loudness_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],pcm_zcr_sma,voiceProb_sma,F0_sma,F0env_sma
0.0,0.0,-3.9101484,4.4815774,-3.4929123,2.1601248,-1.5358835,1.6103702,-1.6912409,1.4014722,-1.0354073,0.9728202,-1.056146,0.78575325,0.6269107,0.90141207,1.2559699,1.5502304,1.8845288,2.1886444,2.513044,2.8241894,0.996978,0.15499645,0.0,0.0
0.0,0.0,-8.906297,7.8371406,-3.7920034,1.5338602,-1.3358604,1.2130737,-1.1237751,1.4135364,-1.0387889,0.12075007,-0.4597466,1.6803147,0.61530954,0.89600104,1.2643839,1.5622234,1.8900737,2.1863496,2.503298,2.813409,0.9954669,0.17003517,0.0,0.0
0.0,0.0,-15.301347,7.4814076,-2.2297094,1.3137034,1.2300037,0.13648336,-2.5930636,1.839302,-1.3591046,0.9884315,-0.99076253,1.3386883,0.5902738,0.8944816,1.2755016,1.5764856,1.9033183,2.2011442,2.4977648,2.78423,0.99093384,0.18601465,0.0,0.0
0.0,0.0,-18.793272,5.6234317,0.046659406,0.27220878,3.9327304,-0.4880679,-4.35809,2.6722553,-2.9254444,2.7741833,-0.8467801,0.9211698,0.56257486,0.9014456,1.2882019,1.5815221,1.9180967,2.219905,2.4905107,2.7510455,0.9842853,0.1824606,0.0,0.0
0.0,0.0,-18.82619,0.3748196,-1.7524009,2.096153,3.8281486,1.1683928,-7.715181,3.433875,-0.6835356,3.0616777,1.5638398,1.2585095,0.516778,0.9150644,1.2863283,1.5951686,1.9238199,2.2362268,2.492275,2.7190046,0.9380477,0.22117609,0.0,0.0
4.1735173e-14,0.002832473,-15.612178,1.5609894,-5.867513,0.7319564,-1.521521,2.5577466,-6.580343,-0.3160893,-0.79667974,2.0846612,5.391962,4.8869247,0.47136715,0.91877204,1.2802995,1.6105074,1.9215683,2.2388396,2.4916823,2.715372,0.8392263,0.28448996,0.0,0.0
4.1735173e-14,0.002832473,-11.621208,1.4186324,-11.090779,-1.011183,-6.5097313,4.8790135,-6.406976,-4.427652,-0.2035482,-1.0905672,5.63915,9.598969,0.4144837,0.91253346,1.2674861,1.6283866,1.9133191,2.2296588,2.496884,2.713544,0.6851013,0.36345384,0.0,0.0
4.1735173e-14,0.002832473,-8.488141,4.3106904,-11.923424,-4.5229673,-8.653947,2.3960774,-2.3578422,-7.918478,-3.333995,4.751241,4.7084255,9.761765,0.37882832,0.8940919,1.2466565,1.6138973,1.9101849,2.2227755,2.5008671,2.725537,0.5200967,0.4413917,0.0,0.0
0.0,0.0,-7.332124,4.726051,-12.444424,-5.295015,-5.804678,0.8095379,-1.6763949,-9.170957,-6.5957947,7.9077773,4.987192,7.695297,0.34742114,0.86691904,1.2137575,1.5803918,1.9018965,2.2053432,2.492363,2.7368796,0.37896645,0.5087145,0.0,0.0
4.173127e-14,0.0028323939,-6.1787333,4.219094,-11.986508,-5.9290404,-4.433184,0.40810427,-2.1148446,-8.8848715,-6.070211,12.718232,9.436503,5.0293,0.31908873,0.8389187,1.1795802,1.5494895,1.8922443,2.199279,2.4815557,2.7485325,0.2822605,0.5381676,0.0,0.0
